Código IES,Nome da IES - Instituição de Ensino Superior
5361,FACULDADE PITAGORAS DE VOTORANTIM
5362,FACULDADE UNIRB  ARACAJU
5363,INPET INSTITUTO NACIONAL DE PESQUISAS E ESTUDO
5365,INSTITUTO TAQUARITINGUENSE DE ENSINO SUPERIOR
5366,CEOSP CENTRO DE ESTUDOS ODONTOLOGICOS SMILEPRE
5367,CIODONTO POS GRADUACAO JOAO PESSOA
5368,CIODONTO POS GRADUACAO RIO DE JANEIRO II
5369,FACULDADES INTEGRADAS ASMEC
5370,CENTRO UNIVERSITARIO DOCTUM DE TEOFILO OTONI
5371,CEFAC POS GRADUACAO EM SAUDE E EDUCACAO
5372,FACULDADE DE RONDONIA
5373,INSTITUTO NACIONAL DE ENSINO SUPERIOR E POS GR
5374,FACULDADE BRASILEIRA DE ESTUDOS AVANCADOS FABE
5376,FACULDADE UNIESP
5377,INSTITUTO INTEGRAL DE PESQUISA E ENSINO
5378,INSTITUTO DE MEDICINA TROPICAL
5379,INSTITUTO PAULISTA DE ESTUDOS SISTEMICOS IPES
5380,INSTITUTO DE CRIMINOLOGIA E POLITICA CRIMINAL
5381,NCD NUTROCLINICA CURSOS A DISTANCIA
5382,FACULDADE DE PINDAMONHANGABA
5383,AFIP ASSOCIACAO FUNDO DE INCENTIVO A PSICOFARM
5384,IEN INSTITUTO SUPERIOR DE ENSINO DE NEUROPSICO
5385,FACULDADE DO INSTITUTO DE EDUCACAO EM NEGOCIOS
5386,FACULDADES IBDI CAMBORIU
5387,FACULDADE IMPACTA DE TECNOLOGIA
5388,FACULDADE SANTISTA  FASAN
5389,INSTITUTO HELIOPOLIS
5391,THUM INSTITUTO DE POS GRADUACAO E BIOPESQUISAS
5392,INSTITUTO DE PESQUISA E ENSINO ODONTOLOGICO LT
5393,INSTITUTO SOBRAIMO
5394,INSTITUTO DE ENSINO SUPERIOR INTEGRADOIESI
5395,INSTITUTO DE ENSINO SUPERIOR MICHELANGELO
5396,INSTITUTO SUPERIOR DA ASSOCIACAO FLUMINENSE DE
5398,FACULDADE SUPERIOR DE ENSINO QUALIFICADO
5399,FACULDADE METROPOLITANA DE EDUCACAO E CULTURA
5400,FACULDADE FAMA DE SAO LUIS
5401,INSTITUTO SUPERIOR DE ENSINO E PESQUISA SAO RA
5402,FUNDACAO JOAQUIM NABUCO
5403,CENTRO UNIVERSITARIO OPET
5404,INSTITUTO BRASILEIRO DE THERAPIAS E ENSINO
5405,ARCA INSTITUTO DE POS GRADUACAO E SERVICOS EM
5406,INSTITUTO ORAL ESTHETIC DE POS GRADUACAO E APE
5407,SISTEMA EDUCACIONAL CORPORATIVO
5408,INSTITUTO BRASILEIRO DE POS GRADUACAO IBPG
5409,ASSOCIACAO BRASILEIRA DE CIRURGIOES DENTISTAS
5411,ASSOCIACAO PAULISTA DE CIRURGIOES DENTISTAS
5412,CENTRO DE DESENVOLVIMENTO CIENTIFICO EM SAUDE
5413,FACULDADE DOTTORI
5415,FACULDADES UNIDAS DE PESQUISA CIENCIAS E SAUDE
5417,FACULDADE LA SALLE
5419,FACULDADE EVANGELICA DE TAGUATINGA
5420,FACULDADE DE TECNOLOGIA IBDI BLU
5421,FACULDADE DE TECNOLOGIA IBDI
5422,FACULDADE DE TECNOLOGIA SENAI CUIABA
5423,GANEP GRUPO DE NUTRICAO HUMANA LTDA
5424,INSTITUTO LEGISLATIVO BRASILEIRO
5426,IMES INSTITUTO MINEIRO DE EDUCACAO SUPERIOR
5427,FCETM FACULDADE DE CIENCIAS ECONOMICAS DO TRIA
5428,FACULDADE ILAPE
5429,INSTITUTO SUPERIOR DE ENSINO DE ACREDITACAO E
5430,FACULDADE DE TECNOLOGIA DE MINAS GERAIS FATEMI
5431,CEOSP CENTRO DE ENSINO ODONTOLOGICO SMILE PREV
5432,SOCIEDADE EDUCACIONAL RIOGRANDENSE LTDA
5433,INSTITUTO BRASILEIRO DA FORMACAO E DO EMPREGO
5434,CENTRO HERMES DE EDUCACAO SUPERIOR
5438,FACULDADE DE TECNOLOGIA DE ENSINO SUPERIOR
5439,CENTRO UNIVERSITARIO DO PLANALTO CENTRAL APPAR
5440,FACULDADE SEAC
5441,POS GRADUACAO IREI
5442,FACULADE DE CIENCIAS JURIDICAS DE NOVA LIMA
5443,FACULDADE ANDREAS PALLADIO ARTES CIENCIAS
5444,FACULDADE DE EDUCACAO TECNOLOGIA E ADMINISTRAC
5446,FACULDADE NOBREGA
5447,FACULDADE PARA O DESENVOLVIMENTO DO SUDESTE TO
5448,FACULDADE DE TECNOLOGIA FOCUS
5449,FACULDADE DE TECNOLOGIA DO NORTE PAULISTA
5450,FAT FUNDACAO DE APOIO A TECNOLOGIA
5451,FACULDADE ANHANGUERA DE BAURU
5452,EVOLUIR
5453,INSTITUTO DE POS GRADUACAO EM CIENCIAS DA SAUD
5454,FACULDADES GESTAO BRASIL
5455,FACULDADE PORTO ALEGRENSE
5456,INSTITUTO DE ENSINO SUPERIOR DA AMAZONIA
5458,ESCOLA DO MINISTERIO PUBLICO DE MARINGA
5459,FACULDADE DE PEDAGOGIA DA SERRA
5460,ESCOLA DO MINISTERIO PUBLICO DE CURITIBA
5461,ESCOLA DO MINISTERIO PUBLICO DE LONDRINA
5462,FACULDADE DE CIENCIAS DA SAUDE DA SERRA
5464,ETHOSFARMA INSTITUTO DE ENSINO
5465,CONTEMPORANEO INSTITUTO DE PSICANALISE E TRANS
5466,FACULDADE DE CIENCIAS JURIDICAS DE AIMORES
5467,INSTITUTO BENJAMIN CONSTANT
5468,ESCOLA EXISTENCIAL OTAVIO DE OLIVEIRA BRASIL
5469,INEPAD ESCOLA DE NEGOCIOS
5470,INSTITUTO SIGNOS DE EDUCACAO S S LTDA
5472,PROCESSUS FACULDADE DE DIREITO
5473,FACULDADE DE CIENCIAS E TECNOLOGIA DA BAHIA
5474,ESCOLA DE ULTRA SONOGRAFIA E RECICLAGEM MEDICA
5475,INSTITUTO ANISIO TEIXEIRA
5476,EXCELLENCE BUSSINESS SCHOOL
5477,COLEGIO BRASILEIRO DE CIENCIAS MEDICAS
5478,INSTITUTO SUPERIOR DE EDUCACAO IRENE DA CUNHA
5479,SOCIEDADE PAULISTA DE ORTODONTIA
5480,SEITON CURSOS
5481,CLINICA DE IMAGENOLOGIA
5482,FEMPERJ FUNDACAO ESCOLA SUPERIOR DO MINISTERIO
5483,INSTITUTO DE PESQUISAS E EXPERIMENTOS EM ODONT
5484,FACULDADE DE EDUCACAO E CULTURA DE JI PARANA
5485,FACULDADE DE TECNOLOGIA DIAGRAMA
5488,FACULDADE AURELIO DA ESTANCIA TURISTICA DE EMB
5489,FACULDADE FAMA DE IMPERATRIZ
5490,FACULDADE DE MEDICINA DR PAULO PRATA
5491,FACULDADE DO INSTITUTO ATLAS DE CIENCIA E TECN
5492,FACULDADE DE MEDICINA E DE ENFERMAGEM NOVA ESP
5494,INSTITUTO JOSE ELIAS TAJRA
5495,FACULDADE MAURICIO DE NASSAU FORTALEZA
5496,FACULDADE MAURICIO DE NASSAU CABO
5498,FACULDADE ORACULO
5500,FACULDADE ANGLOAMERICANO DE CHAPECO
5501,FACULDADES COC DE GOIANIA
5502,FACULDADES COC DE MACEIO
5503,FACULDADES COC DE BRASILIA
5505,INSTITUTO HAHNEMANNIANO DO BRASIL
5507,CIODONTO POS GRADUACAO TERESINA
5508,CIODONTO POS GRADUACAO FORTALEZA
5509,CENTRO DE ENSINO REABILITACAO E TRATAMENTO ODO
5511,CENTRO UNIVERSITARIO CAMPO REAL
5512,INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA
5513,CENTRO DE ESTUDOS E APERFEICOAMENTO ORTODONTIC
5514,CIODONTO POS GRADUACAO BELEM
5515,INSTITUTO SUPERIOR MENDES DE ALMEIDA
5516,INSTITUTO DE POS GRADUACAO MEDICA DO RIO DE JA
5517,INSTITUTO SOCRATES GUANAES ISG
5518,FACULDADE GUARAPUAVA
5519,IPE POS GRADUACAO LATO SENSU
5520,FACULDADE CATHEDRAL
5521,FACULDADE DE CIENCIAS E TECNOLOGIA DO VALE
5523,FACULDADE DE TECNOLOGIA TECBRASIL UNIDADE NOVO
5524,FACULDADE DE EDUCACAO E CULTURA DE BURITIS
5527,FACULDADE DE GOIANIA UNIDADE 1
5529,FACULDADE SAO FRANCISCO
5530,ESCOLA DE DIREITO DE BRASILIA
5531,FACULDADE INTER1 DE TECNOLOGIA E CIENCIAS
5533,FACULDADE DE CIENCIAS CONTABEIS E ADMINISTR1S
5534,DINAMICO FACULDADE DE FLORIANO
5535,INSTITUTO UNIVERSAL DE MARKETING EM AGRIBUSINE
5536,FACULDADE DE TECNOLOGIA INED UNIDADE VENDA NOV
5537,FACULDADES VALE DO CARANGOLA FAVALE
5538,GANEP NUTRICAO HUMANA
5539,FACULDADE DO CENTRO DO PARANA
5541,FACULDADE DE TECNOLOGIA SENAC MINAS UNIDADE MO
5542,GANEP NUTRICAO HUMANA
5543,GANEP NUTRICAO HUMANA
5544,FACULDADE PRESIDENTE ANTONIO CARLOS
5545,FACULDADE IPANEMA
5548,FACULDADE VILLA LOBOS DO CONE LESTE PAULISTA
5549,IPOG INSTITUTO DE POS GRADUACAO E GRADUACAO
5550,FACULDADE ANHANGUERA DE ANAPOLIS
5552,FACULDADE DE TECNOLOGIA IBRATEC DE JOAO PESSOA
5553,UNIVERSIDADE HOLISTICA INTERNACIONAL
5554,FUNDACAO DE APOIO CEFET RJ
5555,FACULDADE ANHANGUERA DE JACAREI
5556,FACULDADE DO ENSINO DO ESTADO DO PARA
5557,FACULDADE DE ENFERMAGEM DO HOSPITAL ISRAELITA
5558,INSTITUTO DE POS GRADUACAO NIVALDO NUERNBERG
5559,FACULDADE DE ENGENHARIA DE MINAS GERAIS FEAMIG
5560,CENTRO DE APRENDIZAGEM E DESENVOLVIMENTO PROFI
5561,ANGIOX
5562,FUNDACAO INSTITUTO DE PESQUISAS CONTABEIS ATUA
5565,FACULDADE INTEGRADO DO RIO GRANDE DO SUL
5566,FACULDADE DE TECNOLOGIA NORTE FLUMINENSE
5568,PRAETORIUM INSTITUTO DE ENSINO PESQUISA E ATIV
5569,PRO RIM INSTITUTO DE EDUCACAO E PESQUISA EM SA
5570,FUNDACAO GIRAMUNDO
5571,ADVANCE CURSOS DE POS GRADUCAO
5572,INSTITUTO DE ENSINO PESQUISA E EXTENSAO
5573,CENTRO DE PESQUISA E QUALIFICACAO TECNOLOGICA
5574,FACULDADE DE TECNOLOGIA DE IPATINGA
5575,FACULDADE SAO MARCOS FASAMAR
5576,FUNDACAO ESCOLA NACIONAL DE ADMINISTRACAO PUBL
5577,FACULDADE MAX PLANCK
5578,ASSOCIACAO BRASILEIRA DE NUTROLOGIA ABRAN
5579,ESCOLA RIOPRETENSE DE ACUPUNTURA
5580,FACULDADE DE MEDICINA DE GARANHUNS
5581,CENTRO DE ESTUDOS DE CIENCIAS ODONTOLOGICAS IP
5582,CURSOS SUI JURIS
5585,FACULDADE DE TECNOLOGIA SENAC MINAS UNIDADE BE
5586,FACULDADE DE TECNOLOGIA SENAC MINAS UNIDADE BA
5587,CENTRO DE POS GRADUACAO DA FUNDACAO ESCOLA DE
5589,INSTITUTO CAPITAL HUMANO
5591,FACULDADES INTEGRADAS CAMOES
5592,FACULDADES INTEGRADAS DO NORTE DE MINAS  FUNOR
5593,FACULDADE ADVENTISTA DE HORTOLANDIA
5594,FEMPTEC FUNDACAO DE EMPREENDIMENTOS PESQ E DES
5598,INSTITUTO DENTALIS ENSINO E PESQUISA LTDA
5599,LIBERTAS  FACULDADES INTEGRADAS
5600,FACULDADES INTEGRADAS SAO JUDAS TADEU
5601,FUNDACAO GORCEIX
5602,ESCOLA SUPERIOR NEREU RAMOS
5603,HERNANDEZ ASSOCIADOS CONSULTORIA E TREINAMENTO
5604,PROFIS
5605,CENTRO DE ODONTOLOGIA E POS GRADUACAO SAO DOMI
5606,FACULDADE DE DIREITO DAMASIO DE JESUS
5607,CENTRO DE ESTUDOS MONTESSORIANOS MENINO JESUS
5608,CEU CENTRO DE ESPECIALIZACAO UNIED
5609,FUNDACAO DE ESTUDOS AGRARIOS LUIZ DE QUEIROZ
5610,UNIVERSITAS PAULO FREIRE UNIFREIRE
5611,UNISAOPAULO UNIVERSIDADES IN COMPANY DE SAO PA
5612,ASSOCIACAO INSTITUTO ANCHIETA DE ENSINO E PESQ
5613,ASSOCIACAO DE ENSINO DE CAMBE
5614,CAD CENTRO DE IDIOMAS E DESENVOLVIMENTO PROFIS
5615,AFARP
5616,ASSOCIACAO PAULISTA CIRURGIOES DENTISTAS
5617,GAPO GRUPO DE APOIO A PESQUISA ODONTOLOGICA
5618,ASSOCIACAO DE ASSISTENCIA A CRIANCA DEFICIENTE
5619,ASSOCIACAO ODONTOLOGICA DE RIBEIRAO PRETO AORP
5620,NAZARE UNIVERSIDADE DA LUZ
5621,ACOES SOCIAIS EM SAUDE BUCAL E CIDADANIA B B I
5622,ORDEM DOS ECONOMISTAS DO BRASIL
5623,ASSOCIACAO DOS CIRURGIOES DENTISTAS DE CAMPINA
5625,SOCIEDADE BRASILEIRA DE OFTALMOLOGIA
5626,UNIVERSA ESCOLA DE GESTAO
5627,FACULDADE DE TECNOLOGIA DE PRESIDENTE PRUDENTE
5633,FACULDADE DE TECNOLOGIA DE BRAGANCA PAULISTA
5663,FACULDADE DE VARGEM GRANDE PAULISTA
5664,FACULDADE DE CIENCIAS HUMANAS E SOCIAIS DE ARA
5668,FACULDADE ANHANGUERA DE JOINVILLE
5669,CENTRO UNIVERSITARIO ETEP
5670,CENTRO UNIVERSITARIO DO VALE DO ARAGUAIA
5671,CENTRO UNIVERSITARIO SAO JOSE DE ITAPERUNA
5701,UNIVERSIDADE DO ESTADO DO AMAPA
5706,FACULDADE MUNICIPAL DE PALHOCA
6182,FACULDADE DE EDUCACAO TECNOLOGICA DO ESTADO DO
10009,FAMAC  FACULDADE DE MACHADINHO DO OESTE
10016,FACULDADE OBOE  FACO
10020,INSTITUTO LOGOS DE EDUCACAO SUPERIOR
10058,FACULDADE DE TECNOLOGIA DE VALENCA
10059,FACULDADE DE TECNOLOGIA DE ENSINO SUPERIOR  FA
10071,FACULDADE DE TEOLOGIA E CIENCIAS HUMANAS
10116,FACULDADE DE TECNOLOGIA SENAI MATO GROSSO
10251,FACULDADE ORTODOXA
10323,FACULDADE DE TECNOLOGIA BANDEIRANTES
10349,FACULDADE DE TECNOLOGIA IPPEO
10385,INSTITUTO SAO PAULO DE ESTUDOS SUPERIORES
10418,FACULDADE DE SANTA RITA DO PASSA QUATRO
10588,FACULDADE UNINABUCO SAO LOURENCO DA MATA
10613,FACULDADE DE SAUDE DE PAULISTA
10685,FACULDADE NORTE CAPIXABA DE SAO MATEUS
10836,FACULDADE UNIAO ARARUAMA DE ENSINO S/S LTDA
10846,FACULDADE DE INOVACAO DO PARANA
10923,FACULDADE DE TECNOLOGIA DO TRANSPORTE
10929,FACULDADE SANTO ANDRE
10950,FACULDADE MARECHAL CANDIDO RONDON
11007,FACULDADE CENTRO OESTE DO PARANA
11289,ESCOLA SUPERIOR NACIONAL DE SEGUROS DE SAO PAU
11308,FACULDADE ANHANGUERA DE SUMARE
11376,FACULDADE VILLALOBOS DO CONELESTE PAULISTA
11428,FACULDADE DE TECNOLOGIA ALTO MEDIO SAO FRANCIS
11429,FACULDADE ESPECIALIZADA NA AREA DE SAUDE DO RI
11544,FACULDADE METROPOLITANA DE ANAPOLIS
11563,FACULDADE DE TECNOLOGIA DA SERRA GAUCHA CAXIAS
11584,FACULDADE CAL DE ARTES CENICAS
11586,FACULDADES NETWORK  CAMPUS SUMARE
11593,FACULDADE  APOENA
11604,FACULDADE SANTA RITA DE CHAPECO
11645,FACULDADE DE EDUCACAO E CULTURA DE VILHENA
11697,FACULDADE SERIGY
11748,FACULDADE DE EDUCACAO E CULTURA DE JIPARANA
11750,FACULDADE ANHANGUERA PITAGORAS VOTORANTIM
11751,FACULDADE PITAGORAS DE TECNOLOGIA DE BETIM
11752,FACULDADE SUDOESTE PAULISTA  TATUI  FSP
11807,FACULDADE DE TECNOLOGIA DO ISTITUTO EUROPEO DI
11818,FACULDADE INSPIRAR
11841,FACULDADE EVOLUCAO ALTO OESTE POTIGUAR
11860,INSTITUTO NACIONAL DE ENSINO SUPERIOR E POSGRA
11861,FACULDADE DE CIENCIAS APLICADAS E TECNOLOGICAS
11862,FACULDADE ALFREDO NASSER DE REMANSO
11895,FACULDADE FORTIUM DE SANTA MARIA
11902,FACULDADE DE TECNOLOGIA E DESENVOLVIMENTO DE C
11951,FACULDADE DO SERTAO BAIANO
12005,FACULDADE DE TECNOLOGIA INED   UNIDADE VENDA N
12052,FACULDADE DE TECNOLOGIA SENAI PAULO DE TARSO
12136,FACULDADE DE TECNOLOGIA DO RIO DE JANEIRO
12189,FACULDADE PRISMA
12229,FACULDADE DE TECNOLOGIA FAESA  VILA VELHA
12247,ESCOLA DE DIREITO E DE ADMINISTRACAO PUBLICA D
12249,FACULDADE PADRE ANCHIETA DE VARZEA PAULISTA
12268,FACULDADE DE TECNOLOGIA DE CRUZEIRO DO OESTE
12338,FACULDADE DE TECNOLOGIA LA SALLE  ESTRELA
12346,FACULDADE METROPOLITANA SAO CARLOS
12415,FACULDADE MAURICIO DE NASSAU DE MACEIO
12416,FACULDADE BRASILIENSE DE NEGOCIOS
12421,FACULDADES COC DE SAO PAULO
12430,FACULDADE METROPOLITANA SAO CARLOS BJI
12522,FACULDADE MOGIANA DO ESTADO DE SAO PAULO
12523,FACULDADE DA SERRA GAUCHA DE BENTO GONCALVES
12533,FACULDADE DOM BOSCO DE CAPITAO LEONIDAS MARQUE
12547,FACITEN  FACULDADE DE CIENCIAS E TECNOLOGIAS D
12594,FACULDADE DE NEGOCIOS
12597,FACULDADE PASSIONISTA DE EDUCACAO DE CURITIBA
12601,FACULDADE BRASILEIRA DE ESTUDOS AVANCADOS
12611,FACULDADE DE MUSICA SOUZA LIMA
12620,FACULDADE SETE LAGOAS
12625,ESCOLA SUPERIOR DE AVIACAO CIVIL
12661,FACULDADE DE TECNOLOGIA SAINT PAUL
12718,FACULDADE PROMINAS
12723,FACULDADE DE TECNOLOGIA FINACI
12735,FACULDADE DE CIENCIAS HUMANAS E SOCIAIS DO XIN
12748,FETAC  FACULDADE DE EDUCACAO  TECNOLOGIA E ADM
12749,FACULDADES UNIDAS DE PESQUISA  CIENCIAS E SAUD
12754,FACULDADE CRISTA DE CURITIBA
12758,FACULDADE DE EDUCACAO E CULTURA DE PORTO VELHO
12766,FACULDADE UNIAO DE CAMPO MOURAO
12772,FACULDADE DE TECNOLOGIA SENAC MINAS  UNIDADE B
12784,FACULDADE DE TECNOLOGIA FTEC
12791,FACULDADE ANHANGUERA DE PINDAMONHANGABA
12803,FACULDADE IBMEC DISTRITO FEDERAL
12817,FACULDADE IMESP MONITOR
12829,FACULDADE EXITO
12847,FACULDADE EDUCACIONAL DE FRANCISCO BELTRAO
12848,FACULDADE DE TECNOLOGIA SENAC MINAS  UNIDADE B
12869,FACULDADES JOAO PAULO II
12899,FACULDADE INSTITUTO BRASIL DE ENSINO  IBRA
12916,IPOG  INSTITUTO DE POSGRADUACAO & GRADUACAO
12922,FACULDADE DE TECNOLOGIA E CIENCIAS DA BAHIA
12923,FACULDADE DE TECNOLOGIA IPANEMA
12928,FACULDADE CGESP GOIANIA
12946,FACULDADE DE MATO GROSSO
13014,FACULDADE DE TEOLOGIA DA ARQUIDIOCESE DE BRASI
13034,FACULDADE SHALOM DE ENSINO SUPERIOR
13073,FACULDADE DE TECNOOLOGIA AEROTD
13106,FACULDADE DE TECNOLOGIA LOURENCO FILHO
13133,FACULDADE PITAGORAS DE GOIANIA
13238,INSTITUTO BRASILEIRO DE EDUCACAO SUPERIOR CONT
13300,FACULDADE ADJETIVO CETEP
13359,FACULDADE IDEAU DE BAGE
13417,FACULDADE PRINCESA DO OESTE
13452,FACULDADE DE TECNOLOGIA FUNDACAO UNIVERSITARIA
13466,GRUPO DE NUTRICAO HUMANA
13467,FACULDADE DE TECNOLOGIA EM SAUDE CIEPH
13476,FACULDADE SAO BASILIO MAGNO
13481,FACULDADES INTEGRADAS RIO BRANCO GRANJA VIANNA
13484,FACULDADE EUROPEIA DE VITORIA
13486,FACULDADE FACTUM
13488,FACULDADE SEQUENCIAL
13498,FACULDADE DE TECNOLOGIA DE BARRETOS
13527,FACULDADE CANCAO NOVA
13538,FACULDADE CARAGUA
13620,FACULDADE ANHANGUERA DE PORTO ALEGRE
13625,FACULDADE DE TECNOLOGIA NOVA PALHOCA
13630,ESCOLA SUPERIOR DO MINISTERIO PUBLICO DA UNIAO
13631,FACULDADE DE CIENCIAS  EDUCACAO  SAUDE  PESQUI
13643,FACULDADES EVANGELICAS INTEGRADAS CANTARES DE
13648,FACULDADE DE SAO MARCOS
13657,FACULDADE UNIATENEU
13663,FACULDADE ISEIB DE BETIM
13666,FACULDADE DE DIREITO DE CONTAGEM
13674,FACULDADE DE TECNOLOGIA SENAI TELEMACO BORBA
13677,FACULDADE DE TECNOLOGIA SENAI CIC
13684,FACULDADE PITAGORAS DE CONTAGEM
13695,ESCOLA DE MATEMATICA APLICADA
13696,FACULDADE IBCMED
13716,FACULDADE DE TECNOLOGIA GAP
13717,FACULDADES DO VALE DO ARARANGUA  FVA
13724,PANAMERICANA FACULDADE DE ARTE E DESIGN
13728,FACULDADE DOS CARAJAS
13735,FACULDADE DE TECNOLOGIA  CAPACITACAO E GESTAO
13743,FACULDADE PITAGORAS DE GOVERNADOR VALADARES
13749,FACULDADE EDUCACIONAL ARAUCARIA
13752,FACULDADE DOM RICARDO
13758,ESCOLA DE ADMINISTRACAO DE BRASILIA
13764,FACULDADE DE TECNOLOGIA DE AMPERE
13775,FACULDADE DE TECNOLOGIA IBRATE
13782,FACULDADE DE SANTA CRUZ DA BAHIA
13783,FACULDADE ESTACIO DE FEIRA DE SANTANA
13784,FACULDADE DO PLANALTO CENTRAL
13792,INSTITUICAO DE ENSINO SUPERIOR DE CACOAL
13796,FACULDADE DE PORTO FELIZ
13805,FACULDADE ADVENTISTA DA AMAZONIA
13809,FACULDADE SANTO AGOSTINHO DE SETE LAGOAS
13811,TREVISAN ESCOLA SUPERIOR DE NEGOCIOS
13812,ESCOLA SUPERIOR ABERTA DO BRASIL
13818,FACULDADE LA SALLE  CAXIAS
13828,FACULDADE ISEIB DE BELO HORIZONTE
13832,FACULDADE SAGRADA FAMILIA
13845,ESCOLA DIEESE DE CIENCIAS DO TRABALHO
13856,FACULDADE FACCENTRO
13865,FACULDADE SISTEMA DE ENSINO GAUCHO
13873,FACULDADE FINOM DE PATOS DE MINAS
13878,FATEC FACULDADE SENAI DE TECNOLOGIA
13883,FACULDADE MURIALDO
13889,FACULDADE ITAPURANGA
13890,FACULDADE DE TECNOLOGIA BSGU
13897,FACULDADE LABORO
13903,FACULDADE DE CIENCIAS GERENCIAIS DE SANTOS DUM
13938,FACULDADE DE MARILIA
13944,FACULDADE DE ADMINISTRACAO E NEGOCIOS
13971,INSTITUTO DE ENSINO SUPERIOR INTEGRADO
13982,FACULDADE UNINASSAU BELEM
14002,FACULDADE DOS GUARARAPES
14027,FACULDADE PRESIDENTE ANTONIO CARLOS DE MATOZIN
14028,CENTRO UNIVERSITARIO UNA DE BETIM
14029,FACULDADE PRESIDENTE ANTONIO CARLOS DE AIMORES
14032,FACULDADE PRESIDENTE ANTONIO CARLOS DE BELO HO
14069,FACULDADE DE TECNOLOGIA PORTO SUL
14090,FACULDADE BETIM
14095,FACULDADE DE TECNOLOGIA FUTURO
14097,FACULDADE REFIDIM
14098,FACULDADE PRESIDENTE ANTONIO CARLOS DE ALMENAR
14101,FACULDADE PRESIDENTE ANTONIO CARLOS DE BAEPEND
14114,FACULDADE PRESIDENTE ANTONIO CARLOS DE MUTUM
14115,FACULDADE PRESIDENTE ANTONIO CARLOS DE PONTE N
14117,FACULDADE PRESIDENTE ANTONIO CARLOS DE PIRANGU
14118,FACULDADE PRESIDENTE ANTONIO CARLOS DE RAUL SO
14119,FACULDADE PRESIDENTE ANTONIO CARLOS DE SAO FRA
14121,FACULDADE PRESIDENTE ANTONIO CARLOS DE SAO JOA
14122,FACULDADE PRESIDENTE ANTONIO CARLOS DE BELO OR
14123,FACULDADE PRESIDENTE ANTONIO CARLOS DE BOM SUC
14124,FACULDADE PRESIDENTE ANTONIO CARLOS DE BURITIS
14125,FACULDADE PRESIDENTE ANTONIO CARLOS DE CAMPOS
14126,FACULDADE PRESIDENTE ANTONIO CARLOS DE SAO LOU
14127,FACULDADE PRESIDENTE ANTONIO CARLOS DE CAMPO B
14128,FACULDADE PRESIDENTE ANTONIO CARLOS DE VAZANTE
14129,FACULDADE PRESIDENTE ANTONIO CARLOS DE CURVELO
14130,FACULDADE PRESIDENTE ANTONIO CARLOS DE VARZEA
14131,FALCULDADE PRESIDENTE ANTONIO CARLOS DE DIVISA
14132,FACULDADE PRESIDENTE ANTONIO CARLOS DE ITANHAN
14133,FACULDADE PRESIDENTE ANTONIO CARLOS DE LAMBARI
14134,FACULDADE PRESIDENTE ANTONIO CARLOS DE ABRE CA
14135,FACULDADE PRESIDENTE ANTONIO CARLOS DE SAO GOT
14147,FACULDADE PRESIDENTE ANTONIO CARLOS DE BARAO D
14148,FACULDADE PRESIDENTE ANTONIO CARLOS DE MARIANA
14149,FACULDADE PRESIDENTE ANTONIO CARLOS DE BOCAIUV
14150,FACULDADE PRESIDENTE ANTONIO CARLOS DE MONTES
14151,FACULDADE PRESIDENTE ANTONIO CARLOS DE NOVA LI
14152,FACULDADE PRESIDENTE ANTONIO CARLOS DE PIUMHI
14153,FACULDADE PRESIDENTE ANTONIO CARLOS DE PORTEIR
14154,FACULDADE PRESIDENTE ANTONIO CARLOS DE RAPOSOS
14155,FACULDADE PRESIDENTE ANTONIO CARLOS DE SABARA
14156,FACULDADE PRESIDENTE ANTONIO CARLOS DE TEOFILO
14157,FACULDADE DE EDUCACAO E ESTUDOS SOCIAIS DE UBE
14158,FACULDADE DE TECNOLOGIA DE NOVO CABRAIS
14159,FACULDADE PRESIDENTE ANTONIO CARLOS DE CARMO D
14160,FACULDADE PRESIDENTE ANTONIO CARLOS DE CARMOPO
14161,FACULDADE UNICA DE CONTAGEM
14162,FACULDADE PRESIDENTE ANTONIO CARLOS DE GOVERNA
14163,FACULDADE DE EDUCACAO E ESTUDOS SOCIAIS DE GOV
14165,FACULDADE TRES PONTAS
14166,FACULDADE PRESIDENTE ANTONIO CARLOS DE ITABIRA
14167,FACULDADE PRESIDENTE ANTONIO CARLOS DE LAJINHA
14169,FACULDADE PRESIDENTE ANTONIO CARLOS DE ITAMBAC
14170,FACULADE PRESIDENTE ANTONIO CARLOS DE NEPOMUCE
14171,FACULDADE PRESIDENTE ANTONIO CARLOS DE PERDOES
14172,FACULDADE PRESIDENTE ANTONIO CARLOS DE POTE
14173,FACULDADE PRESIDENTE ANTONIO CARLOS DE RIBEIRA
14174,FACULDADE PRESIDENTE ANTONIO CARLOS DE SAO GON
14178,FACULDADE PRESIDENTE ANTONIO CARLOS DE ITAOBIM
14181,FACULDADE DE TECNOLOGIA DO COOPERATIVISMO
14183,FACULDADE PRESIDENTE ANTONIO CARLOS DE SAO JOA
14192,FACULDADE PRESIDENTE ANTONIO CARLOS DE NANUQUE
14194,FACULDADE DE TEOLOGIA E CIENCIAS
14204,FACULDADE PRESIDENTE ANTONIO CARLOS DE ARCOS
14205,FACULDADE PRESIDENTE ANTONIO CARLOS DE BAMBUI
14206,FACULDADE PRESIDENTE ANTONIO CARLOS DE ELOI ME
14207,FACULDADE PRESIDENTE ANTONIO CARLOS DE JUATUBA
